Lan,Datum,Uppskattning,Low_CI,High_CI
Skåne,2020-08-27,0.3,0.21,0.43
Kronoberg,2020-08-27,0.37,0.07,1.32
Stockholm,2020-08-27,0.35,0.25,0.49
Västmanland,2020-08-27,0.23,0.04,1.11
Jönköping,2020-08-27,0.32,0.08,1
Västernorrland,2020-08-27,0.19,0.02,1.15
Gävleborg,2020-08-27,0.31,0.07,1.16
Dalarna,2020-08-27,0.44,0.11,1.42
Uppsala,2020-08-27,0.38,0.15,0.88
Västra Götaland,2020-08-27,0.32,0.21,0.49
Halland,2020-08-27,0.27,0.07,0.83
Norrbotten,2020-08-27,0.35,0.07,1.44
Örebro,2020-08-27,0.32,0.06,1.23
Östergötland,2020-08-27,0.24,0.06,0.8
Kalmar,2020-08-27,0.27,0.03,1.35
Jämtland,2020-08-27,0.27,0.02,1.6
Södermanland,2020-08-27,0.33,0.06,1.43
Västerbotten,2020-08-27,0.26,0.05,1.07
Värmland,2020-08-27,0.27,0.06,1.01
Blekinge,2020-08-27,0.38,0.07,1.38
Gotland,2020-08-27,0.23,0,4.4
Skåne,2020-08-28,0.31,0.22,0.44
Kronoberg,2020-08-28,0.38,0.07,1.34
Stockholm,2020-08-28,0.36,0.25,0.5
Västmanland,2020-08-28,0.29,0.05,1.23
Jönköping,2020-08-28,0.34,0.09,1.05
Västernorrland,2020-08-28,0.18,0.02,1.14
Gävleborg,2020-08-28,0.36,0.08,1.22
Dalarna,2020-08-28,0.38,0.1,1.31
Uppsala,2020-08-28,0.39,0.15,0.91
Västra Götaland,2020-08-28,0.33,0.22,0.5
Halland,2020-08-28,0.26,0.07,0.82
Norrbotten,2020-08-28,0.34,0.06,1.44
Örebro,2020-08-28,0.28,0.04,1.17
Östergötland,2020-08-28,0.25,0.06,0.8
Kalmar,2020-08-28,0.28,0.03,1.39
Jämtland,2020-08-28,0.26,0.02,1.58
Södermanland,2020-08-28,0.35,0.07,1.45
Västerbotten,2020-08-28,0.25,0.05,1.05
Värmland,2020-08-28,0.3,0.07,1.05
Blekinge,2020-08-28,0.47,0.12,1.45
Gotland,2020-08-28,0.2,0,4.36
Skåne,2020-08-29,0.33,0.23,0.46
Kronoberg,2020-08-29,0.38,0.07,1.38
Stockholm,2020-08-29,0.38,0.27,0.53
Dalarna,2020-08-29,0.36,0.09,1.3
Västmanland,2020-08-29,0.33,0.06,1.31
Jönköping,2020-08-29,0.41,0.12,1.15
Västernorrland,2020-08-29,0.19,0.02,1.11
Gävleborg,2020-08-29,0.38,0.09,1.24
Uppsala,2020-08-29,0.41,0.17,0.93
Västra Götaland,2020-08-29,0.36,0.24,0.53
Halland,2020-08-29,0.29,0.08,0.87
Norrbotten,2020-08-29,0.35,0.05,1.47
Örebro,2020-08-29,0.34,0.06,1.27
Östergötland,2020-08-29,0.21,0.04,0.76
Kalmar,2020-08-29,0.32,0.05,1.4
Jämtland,2020-08-29,0.27,0.02,1.59
Södermanland,2020-08-29,0.35,0.07,1.46
Västerbotten,2020-08-29,0.27,0.05,1.09
Värmland,2020-08-29,0.29,0.06,1.03
Blekinge,2020-08-29,0.53,0.14,1.55
Gotland,2020-08-29,0.19,0,3.85
Skåne,2020-08-30,0.37,0.26,0.51
Kronoberg,2020-08-30,0.34,0.05,1.33
Stockholm,2020-08-30,0.41,0.29,0.56
Dalarna,2020-08-30,0.38,0.1,1.3
Västmanland,2020-08-30,0.27,0.05,1.2
Jönköping,2020-08-30,0.46,0.15,1.23
Västernorrland,2020-08-30,0.2,0.02,1.15
Gävleborg,2020-08-30,0.38,0.09,1.24
Uppsala,2020-08-30,0.4,0.16,0.91
Västra Götaland,2020-08-30,0.36,0.24,0.54
Halland,2020-08-30,0.31,0.09,0.89
Örebro,2020-08-30,0.35,0.06,1.32
Östergötland,2020-08-30,0.21,0.04,0.76
Kalmar,2020-08-30,0.32,0.05,1.41
Jämtland,2020-08-30,0.33,0.04,1.7
Södermanland,2020-08-30,0.34,0.07,1.42
Västerbotten,2020-08-30,0.37,0.08,1.24
Norrbotten,2020-08-30,0.41,0.08,1.56
Värmland,2020-08-30,0.32,0.08,1.07
Blekinge,2020-08-30,0.54,0.14,1.58
Gotland,2020-08-30,0.25,0,3.77
Skåne,2020-08-31,0.39,0.28,0.53
Kronoberg,2020-08-31,0.34,0.05,1.32
Stockholm,2020-08-31,0.43,0.31,0.58
Dalarna,2020-08-31,0.46,0.14,1.42
Västmanland,2020-08-31,0.31,0.06,1.27
Jönköping,2020-08-31,0.43,0.13,1.19
Västernorrland,2020-08-31,0.2,0.02,1.19
Gävleborg,2020-08-31,0.36,0.09,1.2
Uppsala,2020-08-31,0.4,0.16,0.91
Västra Götaland,2020-08-31,0.38,0.26,0.57
Halland,2020-08-31,0.29,0.09,0.85
Örebro,2020-08-31,0.31,0.05,1.26
Östergötland,2020-08-31,0.24,0.05,0.79
Kalmar,2020-08-31,0.34,0.06,1.46
Jämtland,2020-08-31,0.39,0.06,1.8
Södermanland,2020-08-31,0.34,0.07,1.42
Västerbotten,2020-08-31,0.29,0.06,1.1
Norrbotten,2020-08-31,0.5,0.1,1.7
Värmland,2020-08-31,0.32,0.08,1.06
Blekinge,2020-08-31,0.51,0.12,1.6
Gotland,2020-08-31,0.2,0,3.87
Skåne,2020-09-01,0.41,0.3,0.56
Västra Götaland,2020-09-01,0.41,0.28,0.6
Kronoberg,2020-09-01,0.37,0.05,1.39
Stockholm,2020-09-01,0.47,0.34,0.64
Dalarna,2020-09-01,0.41,0.11,1.38
Västmanland,2020-09-01,0.3,0.05,1.25
Jönköping,2020-09-01,0.4,0.11,1.15
Västernorrland,2020-09-01,0.26,0.04,1.24
Gävleborg,2020-09-01,0.38,0.1,1.23
Uppsala,2020-09-01,0.46,0.19,0.99
Halland,2020-09-01,0.3,0.1,0.87
Örebro,2020-09-01,0.33,0.05,1.32
Östergötland,2020-09-01,0.31,0.08,0.9
Kalmar,2020-09-01,0.31,0.04,1.45
Jämtland,2020-09-01,0.39,0.05,1.79
Västerbotten,2020-09-01,0.29,0.05,1.1
Norrbotten,2020-09-01,0.44,0.07,1.59
Södermanland,2020-09-01,0.43,0.09,1.56
Gotland,2020-09-01,0.12,0,4.07
Värmland,2020-09-01,0.35,0.08,1.11
Blekinge,2020-09-01,0.56,0.15,1.64
Skåne,2020-09-02,0.47,0.35,0.62
Västra Götaland,2020-09-02,0.43,0.3,0.62
Kronoberg,2020-09-02,0.48,0.1,1.52
Stockholm,2020-09-02,0.48,0.35,0.64
Dalarna,2020-09-02,0.43,0.13,1.39
Västmanland,2020-09-02,0.33,0.07,1.23
Jönköping,2020-09-02,0.43,0.14,1.13
Västernorrland,2020-09-02,0.35,0.08,1.3
Gävleborg,2020-09-02,0.42,0.12,1.24
Halland,2020-09-02,0.35,0.13,0.91
Norrbotten,2020-09-02,0.5,0.1,1.65
Örebro,2020-09-02,0.39,0.08,1.35
Östergötland,2020-09-02,0.37,0.12,0.98
Kalmar,2020-09-02,0.3,0.05,1.37
Jämtland,2020-09-02,0.38,0.06,1.7
Uppsala,2020-09-02,0.47,0.21,0.97
Södermanland,2020-09-02,0.43,0.11,1.45
Västerbotten,2020-09-02,0.37,0.09,1.2
Gotland,2020-09-02,0.35,0.01,3.87
Värmland,2020-09-02,0.31,0.08,1
Blekinge,2020-09-02,0.55,0.16,1.56
Skåne,2020-09-03,0.46,0.35,0.61
Västra Götaland,2020-09-03,0.44,0.3,0.63
Kronoberg,2020-09-03,0.41,0.08,1.38
Stockholm,2020-09-03,0.51,0.38,0.67
Dalarna,2020-09-03,0.41,0.11,1.4
Västmanland,2020-09-03,0.38,0.1,1.29
Jönköping,2020-09-03,0.44,0.15,1.15
Västernorrland,2020-09-03,0.34,0.08,1.25
Gävleborg,2020-09-03,0.51,0.16,1.35
Uppsala,2020-09-03,0.52,0.24,1.04
Halland,2020-09-03,0.35,0.13,0.91
Norrbotten,2020-09-03,0.51,0.1,1.67
Örebro,2020-09-03,0.37,0.08,1.27
Östergötland,2020-09-03,0.41,0.14,1.01
Kalmar,2020-09-03,0.34,0.07,1.37
Jämtland,2020-09-03,0.34,0.04,1.7
Södermanland,2020-09-03,0.47,0.12,1.52
Västerbotten,2020-09-03,0.36,0.09,1.18
Gotland,2020-09-03,0.28,0,3.8
Värmland,2020-09-03,0.39,0.12,1.11
Blekinge,2020-09-03,0.47,0.12,1.43
Skåne,2020-09-04,0.47,0.36,0.62
Västra Götaland,2020-09-04,0.44,0.3,0.63
Kronoberg,2020-09-04,0.35,0.06,1.28
Stockholm,2020-09-04,0.49,0.37,0.65
Dalarna,2020-09-04,0.39,0.11,1.38
Västmanland,2020-09-04,0.39,0.1,1.28
Jönköping,2020-09-04,0.46,0.16,1.17
Västernorrland,2020-09-04,0.39,0.09,1.34
Gävleborg,2020-09-04,0.53,0.18,1.36
Uppsala,2020-09-04,0.51,0.24,1.03
Halland,2020-09-04,0.36,0.13,0.92
Norrbotten,2020-09-04,0.53,0.11,1.74
Örebro,2020-09-04,0.44,0.1,1.4
Östergötland,2020-09-04,0.37,0.12,0.96
Kalmar,2020-09-04,0.34,0.07,1.33
Jämtland,2020-09-04,0.32,0.04,1.69
Södermanland,2020-09-04,0.52,0.15,1.6
Västerbotten,2020-09-04,0.39,0.11,1.21
Gotland,2020-09-04,0.39,0.01,3.68
Värmland,2020-09-04,0.41,0.13,1.14
Blekinge,2020-09-04,0.54,0.16,1.55
Skåne,2020-09-05,0.49,0.37,0.64
Västra Götaland,2020-09-05,0.45,0.31,0.64
Kronoberg,2020-09-05,0.35,0.05,1.29
Stockholm,2020-09-05,0.5,0.37,0.67
Dalarna,2020-09-05,0.43,0.14,1.41
Västmanland,2020-09-05,0.44,0.11,1.36
Jönköping,2020-09-05,0.45,0.15,1.15
Västernorrland,2020-09-05,0.47,0.14,1.44
Gävleborg,2020-09-05,0.52,0.17,1.35
Uppsala,2020-09-05,0.47,0.21,0.97
Halland,2020-09-05,0.41,0.16,1
Norrbotten,2020-09-05,0.46,0.1,1.57
Örebro,2020-09-05,0.55,0.16,1.55
Östergötland,2020-09-05,0.38,0.12,0.96
Kalmar,2020-09-05,0.31,0.06,1.31
Jämtland,2020-09-05,0.34,0.04,1.73
Södermanland,2020-09-05,0.51,0.15,1.57
Västerbotten,2020-09-05,0.41,0.12,1.23
Värmland,2020-09-05,0.4,0.13,1.13
Gotland,2020-09-05,0.43,0.02,3.97
Blekinge,2020-09-05,0.52,0.16,1.49
Skåne,2020-09-06,0.48,0.36,0.64
Västra Götaland,2020-09-06,0.46,0.32,0.65
Kronoberg,2020-09-06,0.28,0.04,1.17
Stockholm,2020-09-06,0.5,0.37,0.66
Dalarna,2020-09-06,0.48,0.15,1.52
Västmanland,2020-09-06,0.34,0.06,1.25
Jönköping,2020-09-06,0.43,0.13,1.17
Västernorrland,2020-09-06,0.45,0.14,1.37
Gävleborg,2020-09-06,0.53,0.17,1.38
Uppsala,2020-09-06,0.49,0.23,1
Halland,2020-09-06,0.42,0.16,1.02
Norrbotten,2020-09-06,0.44,0.09,1.55
Örebro,2020-09-06,0.54,0.16,1.53
Östergötland,2020-09-06,0.39,0.13,0.98
Kalmar,2020-09-06,0.34,0.06,1.37
Jämtland,2020-09-06,0.37,0.05,1.76
Södermanland,2020-09-06,0.54,0.17,1.6
Västerbotten,2020-09-06,0.43,0.12,1.27
Värmland,2020-09-06,0.35,0.1,1.06
Gotland,2020-09-06,0.46,0.02,3.88
Blekinge,2020-09-06,0.47,0.13,1.42
Skåne,2020-09-07,0.5,0.38,0.66
Västra Götaland,2020-09-07,0.45,0.32,0.64
Kronoberg,2020-09-07,0.33,0.06,1.24
Stockholm,2020-09-07,0.51,0.38,0.67
Dalarna,2020-09-07,0.51,0.16,1.56
Västmanland,2020-09-07,0.42,0.1,1.37
Jönköping,2020-09-07,0.4,0.12,1.11
Västernorrland,2020-09-07,0.53,0.18,1.49
Uppsala,2020-09-07,0.49,0.23,1.01
Halland,2020-09-07,0.46,0.18,1.08
Norrbotten,2020-09-07,0.47,0.11,1.6
Örebro,2020-09-07,0.56,0.17,1.56
Östergötland,2020-09-07,0.4,0.14,1
Gävleborg,2020-09-07,0.53,0.18,1.38
Kalmar,2020-09-07,0.34,0.05,1.39
Jämtland,2020-09-07,0.42,0.06,1.8
Södermanland,2020-09-07,0.55,0.19,1.61
Västerbotten,2020-09-07,0.44,0.13,1.29
Värmland,2020-09-07,0.37,0.11,1.1
Gotland,2020-09-07,0.51,0.03,3.95
Blekinge,2020-09-07,0.55,0.17,1.55
Skåne,2020-09-08,0.5,0.37,0.65
Västra Götaland,2020-09-08,0.48,0.34,0.67
Kronoberg,2020-09-08,0.31,0.05,1.24
Stockholm,2020-09-08,0.52,0.39,0.69
Dalarna,2020-09-08,0.55,0.18,1.58
Västmanland,2020-09-08,0.42,0.1,1.38
Jönköping,2020-09-08,0.42,0.13,1.15
Västernorrland,2020-09-08,0.56,0.19,1.53
Uppsala,2020-09-08,0.51,0.24,1.03
Halland,2020-09-08,0.47,0.2,1.09
Norrbotten,2020-09-08,0.44,0.08,1.61
Örebro,2020-09-08,0.54,0.15,1.59
Östergötland,2020-09-08,0.5,0.19,1.14
Gävleborg,2020-09-08,0.58,0.21,1.43
Kalmar,2020-09-08,0.39,0.08,1.44
Jämtland,2020-09-08,0.37,0.04,1.74
Södermanland,2020-09-08,0.56,0.18,1.61
Västerbotten,2020-09-08,0.41,0.12,1.25
Värmland,2020-09-08,0.39,0.11,1.12
Gotland,2020-09-08,0.72,0.03,4.43
Blekinge,2020-09-08,0.57,0.18,1.55
